序号,传输方向,第几路CAN,时间标识,增量时间,帧 ID,帧类型,帧格式,数据长度,数据,
57,接收,0,11:17:24.738.939 ,00:00:00.000.584 ,0x18FEEE00,数据帧,扩展帧,08,ff ff ff ff ff ff ff ff ,
58,接收,0,11:17:24.744.367 ,00:00:00.005.428 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
59,接收,0,11:17:24.746.355 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
60,接收,0,11:17:24.748.364 ,00:00:00.002.009 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
61,接收,0,11:17:24.752.536 ,00:00:00.004.172 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
62,接收,0,11:17:24.754.512 ,00:00:00.001.976 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
63,接收,0,11:17:24.756.352 ,00:00:00.001.840 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
64,接收,0,11:17:24.756.932 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
65,接收,0,11:17:24.758.356 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
66,接收,0,11:17:24.760.404 ,00:00:00.002.048 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
67,接收,0,11:17:24.766.356 ,00:00:00.005.952 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
68,接收,0,11:17:24.768.356 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
69,接收,0,11:17:24.768.944 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
70,接收,0,11:17:24.774.377 ,00:00:00.005.433 ,0x18FEDF00,数据帧,扩展帧,08,7d e0 15 ff 7d 00 00 ff ,
71,接收,0,11:17:24.776.349 ,00:00:00.001.972 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
72,接收,0,11:17:24.776.937 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
73,接收,0,11:17:24.778.357 ,00:00:00.001.420 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
74,接收,0,11:17:24.778.929 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
75,接收,0,11:17:24.784.449 ,00:00:00.005.520 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
76,接收,0,11:17:24.786.361 ,00:00:00.001.912 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
77,接收,0,11:17:24.788.365 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
78,接收,0,11:17:24.792.465 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
79,接收,0,11:17:24.796.353 ,00:00:00.003.888 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
80,接收,0,11:17:24.798.357 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
81,接收,0,11:17:24.800.465 ,00:00:00.002.108 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
82,接收,0,11:17:24.802.597 ,00:00:00.002.132 ,0x18ECFF00,数据帧,扩展帧,08,20 22 00 05 ff e3 fe 00 ,
83,接收,0,11:17:24.803.185 ,00:00:00.000.588 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
84,接收,0,11:17:24.806.361 ,00:00:00.003.176 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
85,接收,0,11:17:24.806.941 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
86,接收,0,11:17:24.808.361 ,00:00:00.001.420 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
87,接收,0,11:17:24.808.949 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
88,接收,0,11:17:24.814.517 ,00:00:00.005.568 ,0x18FEEF00,数据帧,扩展帧,08,ff ff ff 32 ff ff ff ff ,
89,接收,0,11:17:24.816.349 ,00:00:00.001.832 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
90,接收,0,11:17:24.816.937 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
91,接收,0,11:17:24.818.361 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
92,接收,0,11:17:24.818.941 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 00 ff ff 00 ff ff ,
93,接收,0,11:17:24.824.373 ,00:00:00.005.432 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
94,接收,0,11:17:24.826.361 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
95,接收,0,11:17:24.826.953 ,00:00:00.000.592 ,0x18FEE900,数据帧,扩展帧,08,00 00 00 00 00 00 00 00 ,
96,接收,0,11:17:24.828.369 ,00:00:00.001.416 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
97,接收,0,11:17:24.832.541 ,00:00:00.004.172 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
98,接收,0,11:17:24.836.357 ,00:00:00.003.816 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
99,接收,0,11:17:24.838.362 ,00:00:00.002.005 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
100,接收,0,11:17:24.840.386 ,00:00:00.002.024 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
101,接收,0,11:17:24.846.362 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
102,接收,0,11:17:24.848.362 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
103,接收,0,11:17:24.848.949 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
104,接收,0,11:17:24.854.530 ,00:00:00.005.581 ,0x18EBFF00,数据帧,扩展帧,08,01 00 00 7d 00 00 7d 00 ,
105,接收,0,11:17:24.855.102 ,00:00:00.000.572 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
106,接收,0,11:17:24.856.354 ,00:00:00.001.252 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
107,接收,0,11:17:24.856.934 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
108,接收,0,11:17:24.857.522 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
109,接收,0,11:17:24.858.362 ,00:00:00.000.840 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
110,接收,0,11:17:24.864.454 ,00:00:00.006.092 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
111,接收,0,11:17:24.866.366 ,00:00:00.001.912 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
112,接收,0,11:17:24.868.370 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
113,接收,0,11:17:24.872.470 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
114,接收,0,11:17:24.874.370 ,00:00:00.001.900 ,0x18FEED00,数据帧,扩展帧,08,b4 78 0a ff ff ff ff ff ,
115,接收,0,11:17:24.876.358 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
116,接收,0,11:17:24.878.366 ,00:00:00.002.008 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
117,接收,0,11:17:24.878.938 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
118,接收,0,11:17:24.880.470 ,00:00:00.001.532 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
119,接收,0,11:17:24.886.366 ,00:00:00.005.896 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
120,接收,0,11:17:24.888.366 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
121,接收,0,11:17:24.888.954 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
122,接收,0,11:17:24.896.355 ,00:00:00.007.401 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
123,接收,0,11:17:24.896.943 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
124,接收,0,11:17:24.898.367 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
125,接收,0,11:17:24.902.627 ,00:00:00.004.260 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
126,接收,0,11:17:24.904.379 ,00:00:00.001.752 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
127,接收,0,11:17:24.906.366 ,00:00:00.001.987 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
128,接收,0,11:17:24.906.955 ,00:00:00.000.589 ,0x18EBFF00,数据帧,扩展帧,08,02 00 7d 00 00 7d 00 00 ,
129,接收,0,11:17:24.907.535 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
130,接收,0,11:17:24.908.370 ,00:00:00.000.835 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
131,接收,0,11:17:24.912.550 ,00:00:00.004.180 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
132,接收,0,11:17:24.916.363 ,00:00:00.003.813 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
133,接收,0,11:17:24.918.367 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
134,接收,0,11:17:24.918.947 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 00 ff ff 00 ff ff ,
135,接收,0,11:17:24.920.391 ,00:00:00.001.444 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
136,接收,0,11:17:24.926.367 ,00:00:00.005.976 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
137,接收,0,11:17:24.926.954 ,00:00:00.000.587 ,0x18FEE500,数据帧,扩展帧,08,00 00 00 00 ff ff ff ff ,
138,接收,0,11:17:24.928.367 ,00:00:00.001.413 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
139,接收,0,11:17:24.928.955 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
